"badword","kb_idx","numOccurKB","song_name","og_artist","og_idx","numOccurOG","category","anchored","year","isCensored","isPresent","ogCase1","kbReplace1"
"freak",NA,0,"obsession (no es amor) (ft. baby bash)","Frankie J",356,3,"sexual","^freak",2005,1,1,"I love the way you freaky like that",NA
"pour",374,0,"on my mind","Ellie Goulding",359,6,"alcohol & drugs","^pour",2016,1,1,"Poured it down, so I poured it down","And I don’t understand it"
"pour",374,0,"on my mind","Ellie Goulding",359,6,"alcohol & drugs","^pour",2016,1,1,"So I poured it down, so I poured it down","And I don’t understand it"
"hennessy",368,0,"one dance","Drake",362,6,"alcohol & drugs","^hennessy$",2016,1,1,"Got a Hennessy in my hand","I need a one dance"
"hennessy",368,0,"one dance","Drake",362,6,"alcohol & drugs","^hennessy$",2016,1,1,"Got a Hennessy in my hand","And that's why I need a one dance"
"hennessy",368,0,"one dance","Drake",362,6,"alcohol & drugs","^hennessy$",2016,1,1,"Got a Hennessy in my hand","I need a one dance"
"hennessy",368,0,"one dance","Drake",362,6,"alcohol & drugs","^hennessy$",2016,1,1,"Got a Hennessy in my hand","One more time 'fore I go"
"hennessy",368,0,"one dance","Drake",362,6,"alcohol & drugs","^hennessy$",2016,1,1,"Got a Hennessy in my hand",NA
"wine",368,0,"one dance","Drake",362,7,"alcohol & drugs","^wine$",2016,1,1,"Back up, back up, back up and wine it","Oh yeah, stay on singing"
"wine",368,0,"one dance","Drake",362,7,"alcohol & drugs","^wine$",2016,1,1,"Back up, back up and wine it, girl","Get up, get up, get up and sing it"
"wine",368,0,"one dance","Drake",362,7,"alcohol & drugs","^wine$",2016,1,1,"Back up, back up, back up and wine it","Get up, get up and sing it"
"wine",368,0,"one dance","Drake",362,7,"alcohol & drugs","^wine$",2016,1,1,"Back, up, back up and wine it, girl","Oh yeah, stay on singing"
"wine",368,0,"one dance","Drake",362,7,"alcohol & drugs","^wine$",2016,1,1,"Back, up, back up and wine it, girl","Get up, get up and"
"hips",383,4,"party in the usa","Miley Cyrus",651,5,"sexual","^hips$",2010,1,1,"Movin' my hips like, yeah","That's when the DJ"
"hips",383,4,"party in the usa","Miley Cyrus",651,5,"sexual","^hips$",2010,1,1,"Movin' my hips like, yeah (Ooh, yeah)","They know I'm gonna be okay"
"hips",383,4,"party in the usa","Miley Cyrus",651,5,"sexual","^hips$",2010,1,1,"Movin' my hips like, 'yeah' (Movin' my hips like, yeah)","They're playing my song"
"fuck",386,0,"payphone","Maroon 5",375,4,"profanity","fuck",2012,1,1,"One more fucking love song, I'll be sick","I'm at a payphone trying to call home"
"fuck",386,0,"payphone","Maroon 5",375,4,"profanity","fuck",2012,1,1,"Man, fuck that shit","Baby it's all wrong, where are the plans we made for two?"
"fuck",386,0,"payphone","Maroon 5",375,4,"profanity","fuck",2012,1,1,"One more fucking love song, I'll be sick",NA
"shit",386,0,"payphone","Maroon 5",375,5,"profanity","^shit",2012,1,1,"And all those fairytales are full of shit","One more love song I'll be sick"
"shit",386,0,"payphone","Maroon 5",375,5,"profanity","^shit",2012,1,1,"Man, fuck that shit","Baby it's all wrong, where are the plans we made for two?"
"shit",386,0,"payphone","Maroon 5",375,5,"profanity","^shit",2012,1,1,"So you can go take that little piece of shit with you",NA
"shit",386,0,"payphone","Maroon 5",375,5,"profanity","^shit",2012,1,1,"And all these fairytales are full of shit",NA
"lips",391,0,"please don't go","Mike Posner",380,2,"sexual","^lips$",2011,1,1,"We'll just keep running from tomorrow with our lips locked","We'll just keep running from tomorrow with our hearts locked"
"sins",394,2,"pompeii","Bastille",382,4,"other","^sins$",2014,1,1,"Oh, where do we begin, the rubble or our sins?","Grey clouds roll over the hills"
"sins",394,2,"pompeii","Bastille",382,4,"other","^sins$",2014,1,1,"(Oh, where do we begin, the rubble or our sins?)","But if you close your eyes"
"sins",394,2,"pompeii","Bastille",382,4,"other","^sins$",2014,1,1,"(Oh, where do we begin, the rubble or our sins?)","Nothing changed at all?"
"hell",395,0,"praying","Kesha",384,2,"profanity","^hell$",2018,1,1,"You brought the flames and you put me through hell","I hope you're somewhere prayin', prayin'"
"pray",395,6,"praying","Kesha",384,10,"other","^pray",2018,1,1,"Falling on your knees, prayin'","Falling on your knees, prayin'"
"pray",395,6,"praying","Kesha",384,10,"other","^pray",2018,1,1,"I hope you're somewhere prayin’, prayin'",NA
"pray",395,6,"praying","Kesha",384,10,"other","^pray",2018,1,1,"Falling on your knees, prayin'",NA
"pray",395,6,"praying","Kesha",384,10,"other","^pray",2018,1,1,"Oh, sometimes I pray for you at night",NA
"pray",395,6,"praying","Kesha",384,10,"other","^pray",2018,1,1,"I hope you're somewhere prayin', prayin'",NA
"pray",395,6,"praying","Kesha",384,10,"other","^pray",2018,1,1,"Falling on your knees, prayin'",NA
"man",396,1,"price tag","Jessie J",385,2,"identity","^man$",2011,1,1,"It's like this man, you can't put a price on a life","So we ain't gon' stumble and fall, never"
"damn",398,0,"pump it","The Black Eyed Peas",387,10,"profanity","^damn",2006,1,1,"Damn (Damn)",NA
"damn",398,0,"pump it","The Black Eyed Peas",387,10,"profanity","^damn",2006,1,1,"Damn (Damn)",NA
"damn",398,0,"pump it","The Black Eyed Peas",387,10,"profanity","^damn",2006,1,1,"Damn (Damn)",NA
"damn",398,0,"pump it","The Black Eyed Peas",387,10,"profanity","^damn",2006,1,1,"Damn (Damn)",NA
"nigga",398,0,"pump it","The Black Eyed Peas",387,2,"profanity","^nigga",2006,1,1,"Niggas be envious (Who)","(C'mon)"
"gun",404,0,"replay","Iyaz",392,2,"violence","^gun$",2010,1,1,"That girl, is a gun to my holster","I'm in the kitchen cooking things she likes"
"man",NA,0,"rich girl (ft. eve)","Gwen Stefani",393,3,"identity","^man$",2005,1,1,"No man could test me, impress me",NA
"man",NA,0,"rich girl (ft. eve)","Gwen Stefani",393,3,"identity","^man$",2005,1,1,"No man could test me, impress me",NA
"blood",410,3,"royals","Lorde",399,5,"violence","^blood",2014,1,1,"It don't run in our blood","We crave a different kind of love"
"blood",410,3,"royals","Lorde",399,5,"violence","^blood",2014,1,1,"Bloodstains, ball gowns, trashin' the hotel room","And we'll never be royals"
"blood",410,3,"royals","Lorde",399,5,"violence","^blood",2014,1,1,"It don't run in our blood","(Ooh ooh oh)"
"blood",410,3,"royals","Lorde",399,5,"violence","^blood",2014,1,1,"It don't run in our blood",NA
"bloodstain",410,0,"royals","Lorde",399,2,"violence","^bloodstain",2014,1,1,"Bloodstains, ball gowns, trashin' the hotel room","And we'll never be royals"
"die",411,1,"rude","MAGIC!",400,3,"violence","^die$",2015,1,1,"You say I'll never get your blessin' till the day I die","And we'll be a family"
"die",411,1,"rude","MAGIC!",400,3,"violence","^die$",2015,1,1,"You say I'll never get your blessin' till the day I die","Cause I need to know"
"fuck",NA,0,"ruin my life","Zara Larsson",401,12,"profanity","fuck",2019,1,1,"Fuck up my nights, yeah, all of my nights, yeah",NA
"fuck",NA,0,"ruin my life","Zara Larsson",401,12,"profanity","fuck",2019,1,1,"I want you to fuck up my nights, yeah",NA
"fuck",NA,0,"ruin my life","Zara Larsson",401,12,"profanity","fuck",2019,1,1,"Fuck up my nights, yeah, all of my nights, yeah",NA
"fuck",NA,0,"ruin my life","Zara Larsson",401,12,"profanity","fuck",2019,1,1,"I want you to fuck up my nights, yeah",NA
"fuck",NA,0,"ruin my life","Zara Larsson",401,12,"profanity","fuck",2019,1,1,"Fuck up my nights, yeah, all of my nights, yeah",NA
"fuck",NA,0,"ruin my life","Zara Larsson",401,12,"profanity","fuck",2019,1,1,"I want you to fuck up my nights, yeah",NA
"fuck",NA,0,"ruin my life","Zara Larsson",401,12,"profanity","fuck",2019,1,1,"Fuck up my nights, yeah, all of my nights, yeah",NA
"fuck",NA,0,"ruin my life","Zara Larsson",401,12,"profanity","fuck",2019,1,1,"I want you to fuck up my nights, yeah",NA
"fuck",NA,0,"ruin my life","Zara Larsson",401,12,"profanity","fuck",2019,1,1,"Fuck up my nights, yeah, all of my nights, yeah (All nights, all nights)",NA
"fuck",NA,0,"ruin my life","Zara Larsson",401,12,"profanity","fuck",2019,1,1,"I want you to fuck up my nights, yeah",NA
"fuck",NA,0,"ruin my life","Zara Larsson",401,12,"profanity","fuck",2019,1,1,"Fuck up my nights, yeah, all of my nights, yeah (Oh)",NA
"hell",NA,0,"ruin my life","Zara Larsson",401,2,"profanity","^hell$",2019,1,1,"Baby, come bring me hell",NA
"sleep",NA,0,"ruin my life","Zara Larsson",401,2,"sexual","^sleep",2019,1,1,"Now I'm sleeping alone and I'm starting to freeze",NA
"blow",416,0,"same old love","Selena Gomez",403,3,"alcohol & drugs","^blow",2016,1,1,"I’m so sick of that same old love, feels like I've blown apart","I'm so sick of that, so sick of that love"
"blow",416,0,"same old love","Selena Gomez",403,3,"alcohol & drugs","^blow",2016,1,1,"I’m so sick of that same old love, feels like I've blown apart",NA
"shit",416,0,"same old love","Selena Gomez",403,3,"profanity","^shit",2016,1,1,"I'm so sick of that same old love, that shit, it tears me up","I'm so sick of that same old love, feels like I'm torn apart"
"shit",416,0,"same old love","Selena Gomez",403,3,"profanity","^shit",2016,1,1,"I'm so sick of that same old love, that shit, it tears me up","Oh, (that same old love)"
"damn",NA,0,"señorita","Shawn Mendes & Camila Cabello",414,3,"profanity","^damn",2019,1,1,"I wish it wasn't so damn hard to leave ya (So damn hard to leave ya)",NA
"touch",NA,0,"señorita","Shawn Mendes & Camila Cabello",414,5,"sexual","^touch",2019,1,1,"But every touch is ooh-la-la-la",NA
"touch",NA,0,"señorita","Shawn Mendes & Camila Cabello",414,5,"sexual","^touch",2019,1,1,"But every touch is ooh-la-la-la",NA
"touch",NA,0,"señorita","Shawn Mendes & Camila Cabello",414,5,"sexual","^touch",2019,1,1,"But every touch is ooh-la-la-la",NA
"touch",NA,0,"señorita","Shawn Mendes & Camila Cabello",414,5,"sexual","^touch",2019,1,1,"But every touch is ooh-la-la-la",NA
"man",441,1,"sit next to me","Foster the People",671,2,"identity","^man$",2019,1,1,"Well, I ain’t frontin' my intention, got your man outlined in chalk","Well, I ain’t frontin' my intention, got your man outlined in chalk"
"man",NA,0,"sk8er boi","Avril Lavigne",423,2,"identity","^man$",2003,1,1,"See the man that boy could be",NA
"lord",449,0,"some nights","​fun.",427,2,"other","^lord$",2013,1,1,"Oh Lord, I'm still not sure what I stand for, oh","What do I stand for?"
"bitch",453,0,"sorry not sorry","Demi Lovato",435,4,"profanity","^bitch",2017,1,1,"Now, payback is a bad bitch","Now, paybacks I'm havin'"
"bitch",453,0,"sorry not sorry","Demi Lovato",435,4,"profanity","^bitch",2017,1,1,"Now, payback is a bad bitch","Now, payback's from heaven"
"bitch",453,0,"sorry not sorry","Demi Lovato",435,4,"profanity","^bitch",2017,1,1,"Payback is a bad bitch",NA
"fuck",453,0,"sorry not sorry","Demi Lovato",435,2,"profanity","fuck",2017,1,1,"You fuckin' with a savage","You dealin' with a savage"
"sleep",454,0,"sos","Rihanna",436,3,"sexual","^sleep",2006,1,1,"You got me tossin' and turnin', can't sleep at night","I can't take it see it don't feel right"
"sleep",454,0,"sos","Rihanna",436,3,"sexual","^sleep",2006,1,1,"You got me tossing and turning, can't sleep at night","This time please someone come and rescue me"
"body",460,0,"starving","Hailee Steinfeld & Grey",439,5,"sexual","^body$",2017,1,1,"By the way, right away, you do things to my body","I didn't know that I was starving till I looked at you"
"body",460,0,"starving","Hailee Steinfeld & Grey",439,5,"sexual","^body$",2017,1,1,"By the way, right away, you do things to my body","I was so much younger yesterday, hey"
"body",460,0,"starving","Hailee Steinfeld & Grey",439,5,"sexual","^body$",2017,1,1,"By the way, right away, you do things to my body","I didn't know that I was starving till I looked at you"
"body",460,0,"starving","Hailee Steinfeld & Grey",439,5,"sexual","^body$",2017,1,1,"By the way, right away, you do things to my body","I didn't know that I was starving till I looked at you"
"damn",460,0,"starving","Hailee Steinfeld & Grey",439,2,"profanity","^damn",2017,1,1,"Don't need no butterflies when you give me the whole damn zoo","Yeah, something inside me's changed"
"rum",461,0,"stay","Zedd & Alessia Cara",440,2,"alcohol & drugs","^rum$",2017,1,1,"Living on my sofa, drinking rum and cola","We could stay forever young"
"bleed",468,1,"stitches","Shawn Mendes",445,3,"violence","^bleed",2016,1,1,"You watch me bleed until I can't breathe, shaking","You watch me run until I can't breathe, shaking"
"bleed",468,1,"stitches","Shawn Mendes",445,3,"violence","^bleed",2016,1,1,"You watch me bleed until I can't breathe, shaking","You watch me bleed until I can't breathe, shaking"
"kill",472,14,"stronger","Kelly Clarkson",447,17,"violence","^kill",2012,1,1,"What doesn't kill you makes a fighter","Doesn't mean i'm lonely when i'm alone"
"kill",472,14,"stronger","Kelly Clarkson",447,17,"violence","^kill",2012,1,1,"What doesn't kill you makes you stronger, stronger","Doesn't mean i'm loner cause you're gone"
"kill",472,14,"stronger","Kelly Clarkson",447,17,"violence","^kill",2012,1,1,"What doesn't kill you makes you stronger","Just me, myself, and i"
"kill",472,14,"stronger","Kelly Clarkson",447,17,"violence","^kill",2012,1,1,"What doesn't kill you makes you stronger","I'd come back swinging"
"kill",472,14,"stronger","Kelly Clarkson",447,17,"violence","^kill",2012,1,1,"What doesn't kill you makes a fighter","Stand a little taller"
"kill",472,14,"stronger","Kelly Clarkson",447,17,"violence","^kill",2012,1,1,"What doesn't kill you makes you stronger, stronger","Footsteps even lighter"
"kill",472,14,"stronger","Kelly Clarkson",447,17,"violence","^kill",2012,1,1,"What doesn't kill you makes you stronger","What doesn't kill you makes you stronger, stronger"
"kill",472,14,"stronger","Kelly Clarkson",447,17,"violence","^kill",2012,1,1,"What doesn't kill you makes you stronger","You know in the end the day your life was just my weakenin'"
"kill",472,14,"stronger","Kelly Clarkson",447,17,"violence","^kill",2012,1,1,"What doesn't kill you makes a fighter","Stand a little taller"
"kill",472,14,"stronger","Kelly Clarkson",447,17,"violence","^kill",2012,1,1,"What doesn't kill you makes you stronger, stronger","Footsteps even lighter"
"kill",472,14,"stronger","Kelly Clarkson",447,17,"violence","^kill",2012,1,1,"What doesn't kill you makes you stronger","What doesn't kill you makes you stronger, stronger"
"kill",472,14,"stronger","Kelly Clarkson",447,17,"violence","^kill",2012,1,1,"Doesn't mean I'm lonely when I'm alone (What doesn't kill you)","What doesn't kill you makes you stronger"
"kill",472,14,"stronger","Kelly Clarkson",447,17,"violence","^kill",2012,1,1,"What doesn't kill you makes you stronger, stronger","Stand a little taller"
"kill",472,14,"stronger","Kelly Clarkson",447,17,"violence","^kill",2012,1,1,"Just me, myself, and I (What doesn't kill you)","Doesn't mean i'm lonely when i'm alone"
"kill",472,14,"stronger","Kelly Clarkson",447,17,"violence","^kill",2012,1,1,"What doesn't kill you makes you stronger","What doesn't kill you makes you stronger, stronger"
"kill",472,14,"stronger","Kelly Clarkson",447,17,"violence","^kill",2012,1,1,"Doesn't mean I'm lonely when I'm alone (What doesn't kill you)","What doesn't kill you makes you stronger"
"faith",NA,0,"style","Taylor Swift",448,2,"other","^faith$",2015,1,1,"And I got that good girl faith and a tight little skirt",NA
"lip",NA,0,"style","Taylor Swift",448,3,"sexual","^lip$",2015,1,1,"And I got that red lip classic thing that you like",NA
"lip",NA,0,"style","Taylor Swift",448,3,"sexual","^lip$",2015,1,1,"And I got that red lip classic thing that you like",NA
"skirt",NA,0,"style","Taylor Swift",448,3,"sexual","skirt",2015,1,1,"And I got that good girl faith and a tight little skirt",NA
"skirt",NA,0,"style","Taylor Swift",448,3,"sexual","skirt",2015,1,1,"(A tight little skirt)",NA
"bars",473,0,"sucker","Jonas Brothers",449,3,"alcohol & drugs","^bars$",2019,1,1,"I've been dancin' on top of cars and stumblin' out of bars","I've been dancin' on top of cars and stumblin' really far"
"bars",473,0,"sucker","Jonas Brothers",449,3,"alcohol & drugs","^bars$",2019,1,1,"I've been dancin' on top of cars and stumblin' out of bars","I follow you through the dark, can't get enough"
"hip",475,1,"summer girls","LFO",452,5,"sexual","^hip$",2001,1,1,"Always been hip to the B-boy style","And never came back"
"hip",475,1,"summer girls","LFO",452,5,"sexual","^hip$",2001,1,1,"You love hip hop and rock and roll","Michael J. Fox was Alex P. Keaton"
"hip",475,1,"summer girls","LFO",452,5,"sexual","^hip$",2001,1,1,"Shake and wiggle to a hip hop song","Since that summer"
"hip",475,1,"summer girls","LFO",452,5,"sexual","^hip$",2001,1,1,"Shake and wiggle to a hip hop song","When I met you"
"god",476,0,"summertime sadness","Lana Del Rey",453,2,"other","^god",2014,1,1,"Oh, my God, I feel it in the air","I know if I go, I'll be happy tonight"
"kiss",476,0,"summertime sadness","Lana Del Rey",453,4,"sexual","^kiss",2014,1,1,"Kiss me hard before you go","Got that summertime, summertime sadness"
"kiss",476,0,"summertime sadness","Lana Del Rey",453,4,"sexual","^kiss",2014,1,1,"Kiss me hard before you go","Got that summertime, summertime sadness"
"kiss",476,0,"summertime sadness","Lana Del Rey",453,4,"sexual","^kiss",2014,1,1,"Kiss me hard before you go",NA
"sippin",485,0,"telephone","Lady Gaga",463,6,"alcohol & drugs","^sippin",2010,1,1,"'Cause I'm out in the club and I'm sipping that bubb","My telephone!"
